postalcode;cnt;status;target;guid
141985;126;confirmed;;
141986;87;confirmed;;
142000;5713;confirmed;;
142001;1199;confirmed;;
142002;105;confirmed;;
142003;398;confirmed;;
142004;130;confirmed;;
142005;881;confirmed;;
142006;4520;confirmed;;
142007;284;confirmed;;
142015;77;confirmed;;
142025;2;exhausted;142025;2.0
142029;18;confirmed;;
142030;2629;confirmed;;
142031;974;confirmed;;
142032;2353;confirmed;;
142033;1658;confirmed;;
142034;1804;confirmed;;
142040;335;confirmed;;
142044;790;confirmed;;
142046;80;confirmed;;
142050;3131;confirmed;;
142052;499;confirmed;;
142060;2559;confirmed;;
142061;768;confirmed;;
142062;1794;confirmed;;
142063;1163;confirmed;;
142064;24;confirmed;;
142072;404;confirmed;;
142073;478;confirmed;;
142074;531;confirmed;;
142079;19;exhausted;142079;19.0
142080;1;exhausted;142080;1.0
142100;695;confirmed;;
142101;423;confirmed;;
142102;84;exhausted;142102;84.0
142103;1098;confirmed;;
142104;135;confirmed;;
142105;710;confirmed;;
142106;999;confirmed;;
142108;749;confirmed;;
142110;187;confirmed;;
142111;490;confirmed;;
142113;445;confirmed;;
142114;813;confirmed;;
142115;251;confirmed;;
142116;723;confirmed;;
142117;937;confirmed;;
142118;103;confirmed;;
142119;297;confirmed;;
142120;1;exhausted;142120;1.0
142121;188;confirmed;;
142131;40;exhausted;142131;40.0
142132;1121;confirmed;;
142133;41;confirmed;;
142134;137;exhausted;142134;137.0
142136;89;exhausted;142136;89.0
142137;63;exhausted;142137;63.0
142138;34;exhausted;142138;34.0
142139;20;exhausted;142139;20.0
142140;65;exhausted;142140;65.0
142143;2096;confirmed;;
142144;70;exhausted;142144;70.0
142145;106;exhausted;142145;106.0
142150;154;exhausted;142150;154.0
142152;1904;confirmed;;
142153;654;confirmed;;
142155;1033;confirmed;;
142160;275;exhausted;142160;275.0
142165;73;exhausted;142165;73.0
142167;114;exhausted;142167;114.0
142169;1;confirmed;142169;1.0
142171;14;exhausted;142171;14.0
142180;2860;confirmed;;
142181;955;confirmed;;
142182;30;exhausted;142182;30.0
142184;2404;confirmed;;
142191;4;exhausted;142191;4.0
142200;5832;confirmed;;
142201;2257;confirmed;;
142203;859;confirmed;;
142204;1554;confirmed;;
142205;2225;confirmed;;
142206;1119;confirmed;;
142207;1453;confirmed;;
142209;762;confirmed;;
142210;346;confirmed;;
142211;597;confirmed;;
142212;23;exhausted;142212;23.0
142214;1071;confirmed;;
142250;725;confirmed;;
142253;1916;confirmed;;
142256;454;confirmed;;
142258;168;exhausted;142258;168.0
142260;663;confirmed;;
142261;1071;confirmed;;
142263;344;confirmed;;
142271;1837;confirmed;;
142272;91;exhausted;142272;91.0
142275;450;confirmed;;
142277;379;confirmed;;
142279;837;confirmed;;
142280;261;confirmed;;
142281;326;confirmed;;
142288;2;exhausted;142288;2.0
142290;1463;confirmed;;
142300;1663;confirmed;;
142301;4773;confirmed;;
142302;295;confirmed;;
142303;25;confirmed;;
142304;6572;confirmed;;
142305;1762;confirmed;;
142306;3027;confirmed;;
142307;115;confirmed;;
142308;9;confirmed;;
142321;3626;confirmed;;
142322;3443;confirmed;;
142323;2955;confirmed;;
142324;3457;confirmed;;
142325;801;confirmed;;
142326;3706;confirmed;;
142327;32;confirmed;;
142340;4160;confirmed;;
142341;1423;confirmed;;
142342;2;exhausted;142342;2.0
142350;5062;confirmed;;
142360;3239;confirmed;;
142370;2083;confirmed;;
142380;2040;confirmed;;
142390;1201;confirmed;;
142400;3877;confirmed;;
142401;1804;confirmed;;
142402;1050;confirmed;;
142403;202;confirmed;;
142404;1;exhausted;142404;1.0
142405;116;confirmed;;
142406;423;confirmed;;
142407;1003;confirmed;;
142408;998;confirmed;;
142409;60;confirmed;;
142410;436;confirmed;;
142411;1349;confirmed;;
142412;381;confirmed;;
142430;2533;confirmed;;
142431;1966;confirmed;;
142432;3430;confirmed;;
142434;1514;confirmed;;
142435;2784;confirmed;;
142436;2716;confirmed;;
142438;3276;confirmed;;
142439;2981;confirmed;;
142440;8535;confirmed;;
142450;2337;confirmed;;
142451;803;confirmed;;
142452;350;confirmed;;
142455;2265;confirmed;;
142460;32659;confirmed;;
142461;1556;confirmed;;
142470;3655;confirmed;;
142500;4237;confirmed;;
142502;986;confirmed;;
142503;222;exhausted;142503;222.0
142504;1142;confirmed;;
142505;2173;confirmed;;
142506;2118;confirmed;;
142507;655;confirmed;;
142515;1172;confirmed;;
142516;2449;confirmed;;
142517;2509;confirmed;;
142520;3846;confirmed;;
142530;3143;confirmed;;
142531;929;confirmed;;
142541;1274;confirmed;;
142542;7619;confirmed;;
142600;313;confirmed;;
142601;1566;confirmed;;
142602;575;confirmed;;
142603;793;confirmed;;
142605;801;confirmed;;
142608;882;confirmed;;
142611;2565;confirmed;;
142613;279;confirmed;;
142620;3686;confirmed;;
142621;1262;confirmed;;
142631;1128;confirmed;;
142632;1095;confirmed;;
142633;2200;confirmed;;
142635;992;confirmed;;
142636;2346;confirmed;;
142641;1289;confirmed;;
142642;2416;confirmed;;
142643;1065;confirmed;;
142645;4604;confirmed;;
142647;1278;confirmed;;
142648;810;exhausted;142648;810.0
142649;4688;confirmed;;
142651;1861;confirmed;;
142655;846;confirmed;;
142660;3005;confirmed;;
142663;800;exhausted;142663;800.0
142664;519;confirmed;;
142670;2041;confirmed;;
142671;1889;confirmed;;
142672;1142;confirmed;;
142700;696;confirmed;;
142701;1309;confirmed;;
142702;3043;confirmed;;
142703;1666;confirmed;;
142704;15;exhausted;142704;15.0
142710;16;confirmed;;
142711;141;confirmed;;
142712;938;confirmed;;
142713;1182;confirmed;;
142714;3236;confirmed;;
142715;807;confirmed;;
142717;2837;confirmed;;
142718;1421;confirmed;;
142720;617;confirmed;;
142750;5;exhausted;142750;5.0
142762;8;exhausted;142762;8.0
142770;53;exhausted;142770;53.0
142780;69;exhausted;142780;69.0
142784;187;exhausted;142784;187.0
142791;188;exhausted;142791;188.0
142793;216;exhausted;142793;216.0
142800;5205;confirmed;;
142802;201;confirmed;;
142803;490;confirmed;;
142804;2093;confirmed;;
142805;126;confirmed;;
142811;2304;confirmed;;
142812;24;exhausted;142812;24.0
142813;2271;confirmed;;
142814;111;exhausted;142814;111.0
142815;556;confirmed;;
142816;4;exhausted;142816;4.0
142817;362;confirmed;;
142820;2442;confirmed;;
142821;1599;confirmed;;
142822;1247;confirmed;;
142825;1871;confirmed;;
142830;3388;confirmed;;
142832;2481;confirmed;;
142833;3781;confirmed;;
142840;3242;confirmed;;
142841;152;confirmed;;
142842;2285;confirmed;;
142843;5;confirmed;;
142845;2585;confirmed;;
142846;2323;confirmed;;
142850;3273;confirmed;;
142853;5842;confirmed;;
142854;1049;confirmed;;
142855;2062;confirmed;;
142856;972;confirmed;;
142857;1;exhausted;142857;1.0
142860;3684;confirmed;;
142861;2380;confirmed;;
142862;5;exhausted;142862;5.0
142900;3447;confirmed;;
142901;1433;confirmed;;
142902;1028;confirmed;;
142903;135;confirmed;;
142904;593;confirmed;;
142908;14;confirmed;;
142912;2;exhausted;142912;2.0
142915;179;confirmed;;
142917;540;confirmed;;
142918;344;confirmed;;
142920;969;confirmed;;
142921;1794;confirmed;;
142924;970;confirmed;;
142926;610;confirmed;;
142927;156;confirmed;;
142930;660;confirmed;;
142931;486;confirmed;;
142932;669;confirmed;;
142933;208;confirmed;;
142941;602;confirmed;;
142942;633;confirmed;;
142943;997;confirmed;;
142944;331;confirmed;;
142946;1;exhausted;142946;1.0
142947;621;confirmed;;
142951;234;confirmed;;
142952;1;exhausted;142952;1.0
142953;248;confirmed;;
142954;482;confirmed;;
142955;272;confirmed;;
142956;728;confirmed;;
142957;1;exhausted;142957;1.0
142958;455;confirmed;;
142960;795;confirmed;;
142962;345;confirmed;;
142963;420;confirmed;;
142964;632;confirmed;;
142965;601;confirmed;;
142970;2521;confirmed;;
143000;77;exhausted;143000;77.0
143001;452;confirmed;;
143002;1642;confirmed;;
143003;250;confirmed;;
143005;4642;confirmed;;
143006;1231;confirmed;;
143007;575;confirmed;;
143009;235;confirmed;;
143010;485;confirmed;;
143011;96;confirmed;;
143020;5675;confirmed;;
143021;986;confirmed;;
143022;1684;confirmed;;
143025;2369;confirmed;;
143026;1834;confirmed;;
143030;2325;confirmed;;
143031;1532;confirmed;;
143032;1519;confirmed;;
143033;1417;confirmed;;
143035;4;exhausted;143035;4.0
143036;47;exhausted;143036;47.0
143039;1286;confirmed;;
143040;808;confirmed;;
143041;5485;confirmed;;
143044;1;exhausted;143044;1.0
143050;1412;confirmed;;
143051;376;confirmed;;
143054;1222;confirmed;;
143055;1787;confirmed;;
143056;26;exhausted;143056;26.0
143057;2524;confirmed;;
143058;1;exhausted;143058;1.0
143059;13;exhausted;143059;13.0
143060;1441;confirmed;;
143061;1;exhausted;143061;1.0
143063;752;confirmed;;
143065;789;confirmed;;
143069;8;exhausted;143069;8.0
143070;3327;confirmed;;
143071;1;exhausted;143071;1.0
143072;127;confirmed;;
143074;106;confirmed;;
143075;685;confirmed;;
143078;293;confirmed;;
143079;1251;confirmed;;
143080;2613;confirmed;;
143081;5341;confirmed;;
143082;2133;confirmed;;
143083;958;confirmed;;
143084;300;confirmed;;
143085;428;confirmed;;
143086;45;exhausted;143086;45.0
143088;553;confirmed;;
143090;724;confirmed;;
143091;98;confirmed;;
143092;1;exhausted;143092;1.0
143103;5443;confirmed;;
143116;1500;confirmed;;
143118;803;confirmed;;
143120;1866;confirmed;;
143121;2905;confirmed;;
143122;1238;confirmed;;
143124;1892;confirmed;;
143126;29;confirmed;;
143130;7254;confirmed;;
143131;1827;confirmed;;
143132;347;exhausted;143132;347.0
143142;1;exhausted;143142;1.0
143144;2019;confirmed;;
143150;2992;confirmed;;
143155;3323;confirmed;;
143160;9049;confirmed;;
143163;279;confirmed;;
143170;18;exhausted;143170;18.0
143172;2201;confirmed;;
143180;9892;confirmed;;
143185;628;confirmed;;
143200;7691;confirmed;;
143201;804;confirmed;;
143202;57;confirmed;;
143203;317;confirmed;;
143204;2;exhausted;143204;2.0
143210;90;confirmed;;
143212;1315;confirmed;;
143214;1756;confirmed;;
143216;1838;confirmed;;
143217;690;confirmed;;
143220;663;confirmed;;
143221;939;confirmed;;
143222;2170;confirmed;;
143230;1749;confirmed;;
143232;1492;confirmed;;
143233;921;confirmed;;
143240;3390;confirmed;;
143245;312;confirmed;;
143251;6;confirmed;;
143253;1169;confirmed;;
143260;2981;confirmed;;
143262;766;confirmed;;
143263;2104;confirmed;;
143271;1172;confirmed;;
143272;1430;confirmed;;
143273;885;confirmed;;
143300;7412;confirmed;;
143301;530;confirmed;;
143302;3862;confirmed;;
143306;211;confirmed;;
143310;129;confirmed;;
143312;1;exhausted;143312;1.0
143315;1425;confirmed;;
143316;3402;confirmed;;
143318;16;exhausted;143318;16.0
143320;3194;confirmed;;
143321;548;confirmed;;
143322;1904;confirmed;;
143323;6657;confirmed;;
143325;2524;confirmed;;
143330;5104;confirmed;;
143332;1141;confirmed;;
143333;2767;confirmed;;
143334;329;exhausted;143334;329.0
143335;1270;confirmed;;
143336;897;confirmed;;
143340;31;exhausted;143340;31.0
143344;17;exhausted;143344;17.0
143345;7020;confirmed;;
143346;23;confirmed;;
143350;14;exhausted;143350;14.0
143354;2642;confirmed;;
143355;28;confirmed;;
143360;1145;confirmed;;
143362;5252;confirmed;;
143363;2337;confirmed;;
143369;101;exhausted;143369;101.0
143370;1756;confirmed;;
143371;42;confirmed;;
143380;1668;confirmed;;
143381;1;exhausted;143381;1.0
143390;31;exhausted;143390;31.0
143393;1086;confirmed;;
143394;11;exhausted;143394;11.0
143395;2596;confirmed;;
143396;121;exhausted;143396;121.0
143397;22;exhausted;143397;22.0
143399;2;confirmed;143399;2.0
143400;167;exhausted;143400;167.0
143401;228;confirmed;;
143402;293;confirmed;;
143403;93;confirmed;;
143404;744;confirmed;;
143405;880;confirmed;;
143406;582;confirmed;;
143407;2;confirmed;143407;2.0
143408;197;confirmed;;
143409;142;confirmed;;
143411;1;exhausted;143411;1.0
143420;1192;confirmed;;
143421;3068;confirmed;;
143422;2281;confirmed;;
143430;3068;confirmed;;
143432;425;confirmed;;
143433;257;confirmed;;
143440;38;confirmed;;
143441;895;confirmed;;
143442;1870;confirmed;;
143443;980;confirmed;;
143444;1918;confirmed;;
143500;8780;confirmed;;
143501;16;exhausted;143501;16.0
143502;1073;confirmed;;
143511;2343;confirmed;;
143512;2355;confirmed;;
143513;3373;confirmed;;
143514;1065;confirmed;;
143515;7858;confirmed;;
143516;424;exhausted;143516;424.0
143517;2170;confirmed;;
143520;9;exhausted;143520;9.0
143521;164;exhausted;143521;164.0
143522;2898;confirmed;;
143523;497;exhausted;143523;497.0
143530;2391;confirmed;;
143532;3138;confirmed;;
143540;222;exhausted;143540;222.0
143541;6639;confirmed;;
143550;2454;confirmed;;
143560;3704;confirmed;;
143561;15;exhausted;143561;15.0
143562;31;confirmed;;
143570;3559;confirmed;;
143573;2451;confirmed;;
143580;1207;confirmed;;
143581;8334;confirmed;;
143582;5253;confirmed;;
143590;3075;confirmed;;
143591;2037;confirmed;;
143600;4553;confirmed;;
143602;1397;confirmed;;
143603;466;confirmed;;
143604;1770;confirmed;;
143611;1959;confirmed;;
143613;1312;confirmed;;
143615;3177;confirmed;;
143616;1034;confirmed;;
143621;704;confirmed;;
143622;650;confirmed;;
143623;2765;confirmed;;
143626;739;confirmed;;
143627;1789;confirmed;;
143628;1547;confirmed;;
143631;794;confirmed;;
143632;1257;confirmed;;
143640;1022;confirmed;;
143641;1254;confirmed;;
143642;1755;confirmed;;
143644;2;exhausted;143644;2.0
143650;4286;confirmed;;
143700;5190;confirmed;;
143711;1018;confirmed;;
143712;1479;confirmed;;
143715;962;confirmed;;
143716;1323;confirmed;;
143717;600;confirmed;;
143720;2761;confirmed;;
143721;1826;confirmed;;
143722;912;confirmed;;
143723;630;confirmed;;
143800;4684;confirmed;;
143801;801;confirmed;;
143812;1;exhausted;143812;1.0
143813;326;confirmed;;
143817;700;confirmed;;
143818;533;confirmed;;
143821;382;confirmed;;
143822;563;confirmed;;
143823;227;confirmed;;
143824;353;confirmed;;
143825;356;confirmed;;
143900;696;confirmed;;
143902;115;confirmed;;
143903;710;confirmed;;
143904;110;confirmed;;
143905;98;confirmed;;
143906;281;confirmed;;
143907;96;confirmed;;
143908;59;confirmed;;
143909;1324;confirmed;;
143910;98;confirmed;;
143911;41;confirmed;;
143912;307;confirmed;;
143913;82;confirmed;;
143914;2145;confirmed;;
143915;90;confirmed;;
143916;47;exhausted;143916;47.0
143920;1614;confirmed;;
143921;1260;confirmed;;
143922;163;confirmed;;
143923;53;confirmed;;
143930;4165;confirmed;;
143954;70;confirmed;;
143956;11;exhausted;143956;11.0
143960;299;confirmed;;
143961;2;exhausted;143961;2.0
143962;117;confirmed;;
143964;153;confirmed;;
143965;144;confirmed;;
143966;209;confirmed;;
143968;119;confirmed;;
143980;342;confirmed;;
143981;488;confirmed;;
143982;533;confirmed;;
143983;323;confirmed;;
143985;2614;confirmed;;
143986;275;confirmed;;
143987;355;confirmed;;
143988;636;confirmed;;
143989;542;confirmed;;
144000;1873;confirmed;;
144001;843;confirmed;;
144002;207;confirmed;;
144003;184;confirmed;;
144004;162;confirmed;;
144005;140;confirmed;;
144006;180;confirmed;;
144007;141;confirmed;;
144008;515;confirmed;;
144009;225;confirmed;;
144010;721;confirmed;;
144011;176;confirmed;;
144012;106;confirmed;;
146010;1;exhausted;146010;1.0
146130;2;exhausted;146130;2.0
146611;1;exhausted;146611;1.0
149954;1;exhausted;149954;1.0
150000;833;confirmed;;
150001;1856;confirmed;;
150002;1091;confirmed;;
150003;363;confirmed;;
150006;708;confirmed;;
150007;2293;confirmed;;
150008;1768;confirmed;;
150010;827;confirmed;;
150014;212;confirmed;;
150015;19;exhausted;150015;19.0
150018;513;confirmed;;
150019;908;confirmed;;
150020;487;confirmed;;
150022;360;confirmed;;
150023;265;confirmed;;
150025;1208;confirmed;;
150027;579;confirmed;;
150029;1728;confirmed;;
150030;719;confirmed;;
150031;302;confirmed;;
150032;69;confirmed;;
150033;249;confirmed;;
150034;1794;confirmed;;
150035;879;confirmed;;
150036;804;confirmed;;
150040;208;confirmed;;
150042;544;confirmed;;
150043;248;confirmed;;
150044;475;confirmed;;
150045;128;confirmed;;
150046;124;confirmed;;
150047;144;confirmed;;
150048;397;confirmed;;
150049;218;confirmed;;
150051;121;confirmed;;
150052;192;confirmed;;
150054;280;confirmed;;
150055;58;confirmed;;
150057;129;confirmed;;
150060;111;confirmed;;
150061;76;confirmed;;
150062;273;confirmed;;
150063;63;confirmed;;
150064;291;confirmed;;
150065;301;confirmed;;
150066;6;exhausted;150066;6.0
150501;1718;confirmed;;
150502;21;confirmed;;
150503;306;confirmed;;
150504;1096;confirmed;;
150505;533;confirmed;;
150506;662;confirmed;;
150507;1792;confirmed;;
150508;489;confirmed;;
150509;541;confirmed;;
150510;1156;confirmed;;
150511;1065;confirmed;;
150512;461;confirmed;;
150513;385;confirmed;;
150514;388;confirmed;;
150515;726;confirmed;;
150516;525;confirmed;;
150517;350;confirmed;;
150518;1083;confirmed;;
150521;831;confirmed;;
150522;2441;confirmed;;
150524;690;confirmed;;
150525;877;confirmed;;
150526;514;confirmed;;
150527;1809;confirmed;;
150532;339;confirmed;;
150533;707;confirmed;;
150534;759;confirmed;;
150536;570;confirmed;;
150537;1;confirmed;150537;1.0
150539;154;confirmed;;
150542;600;confirmed;;
150545;351;confirmed;;
150564;626;confirmed;;
151951;1;exhausted;151951;1.0
152000;1321;confirmed;;
152002;165;confirmed;;
152003;588;confirmed;;
152004;277;confirmed;;
152005;313;confirmed;;
152006;1354;confirmed;;
152010;308;confirmed;;
152014;304;confirmed;;
152015;358;confirmed;;
152017;726;confirmed;;
152018;1598;confirmed;;
152020;3937;confirmed;;
152021;3075;confirmed;;
152023;785;confirmed;;
152024;10;exhausted;152024;10.0
152025;718;confirmed;;
152030;2362;confirmed;;
152031;662;confirmed;;
152032;557;confirmed;;
152034;651;confirmed;;
152035;278;confirmed;;
152037;554;confirmed;;
152038;737;confirmed;;
152039;846;confirmed;;
152040;1339;confirmed;;
152041;1035;confirmed;;
152042;866;confirmed;;
152043;9;confirmed;;
152044;1231;confirmed;;
152045;492;confirmed;;
152046;1506;confirmed;;
152049;820;confirmed;;
152060;1064;confirmed;;
152061;758;confirmed;;
152062;349;confirmed;;
152063;351;confirmed;;
152064;390;confirmed;;
152065;551;confirmed;;
152066;250;confirmed;;
152067;380;confirmed;;
152070;1192;confirmed;;
152071;1249;confirmed;;
152072;1583;confirmed;;
152073;1;exhausted;152073;1.0
152075;374;confirmed;;
152076;288;confirmed;;
152077;178;confirmed;;
152080;354;confirmed;;
152081;406;confirmed;;
152082;4;exhausted;152082;4.0
152083;6;exhausted;152083;6.0
152084;356;confirmed;;
152085;376;confirmed;;
152086;923;confirmed;;
152087;269;confirmed;;
152088;2;exhausted;152088;2.0
152090;563;confirmed;;
152091;246;confirmed;;
152092;366;confirmed;;
152094;163;confirmed;;
152095;179;confirmed;;
152101;1056;confirmed;;
152103;290;confirmed;;
152105;424;confirmed;;
152107;577;confirmed;;
152108;88;confirmed;;
152110;329;confirmed;;
152111;343;confirmed;;
152112;452;confirmed;;
152113;57;confirmed;;
152114;275;confirmed;;
152115;185;confirmed;;
152116;171;confirmed;;
152120;590;confirmed;;
152121;371;confirmed;;
152122;298;confirmed;;
152123;517;confirmed;;
152124;588;confirmed;;
152125;187;confirmed;;
152126;411;confirmed;;
152127;394;confirmed;;
152128;1066;confirmed;;
152130;2087;confirmed;;
152131;376;confirmed;;
152132;214;confirmed;;
152133;368;confirmed;;
152134;276;confirmed;;
152135;336;confirmed;;
152136;495;confirmed;;
152137;343;confirmed;;
152143;842;confirmed;;
152150;1596;confirmed;;
152151;1345;confirmed;;
152153;979;confirmed;;
