target;address;response;status
129328;г Москва, г Москва, ул Осташковская, дом 15 к. 1;129345;declined
129338;г Москва, г Москва, ул Вешних Вод, дом 2 к. 3;129337;declined
130100;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130201;г Москва, г Москва, пр-кт Вернадского, дом 18;119454;declined
130202;г Москва, г Москва, ул Вагоноремонтная, дом 23 стр. 5;127644;declined
130203;г Москва, г Москва, проезд Остаповский, дом 15;109316;declined
130204;г Москва, п Марушкинское, д Шарапово;108809;declined
130205;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130206;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130210;г Москва, п Марушкинское, д Шарапово;108809;declined
130214;г Москва, п Марушкинское, д Шарапово;108809;declined
130215;г Москва, г Москва, пр-кт Вернадского, дом 18;119454;declined
130221;no such P.O.;;declined
130222;no such P.O.;;declined
130223;no such P.O.;;declined
130224;no such P.O.;;declined
130301;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130302;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130303;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130304;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130305;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130306;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130307;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130308;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130309;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130310;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130311;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130312;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130313;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130314;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130315;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130316;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130317;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130318;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130319;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130320;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130321;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130322;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130323;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130324;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130325;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130326;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130327;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130328;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130329;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130330;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130331;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130332;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130333;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130334;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130335;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130336;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130337;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130338;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130339;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130340;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130341;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130342;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130343;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130344;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130345;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130346;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130347;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130348;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130349;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130350;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130351;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130352;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130353;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130354;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
130355;г Москва, г Москва, ш Варшавское, дом 37;131000;declined
